"","pitch_type","release_speed","pitcher","description","balls","strikes","plate_x","plate_z","home_score","away_score"
"25818","KC",82.9,622072,"called_strike",2,1,-0.9578,2.6572,0,0
"25820","SI",87.9,450729,"ball",1,1,1.2476,3.5003,0,0
"25824","FF",93.7,592662,"ball",2,1,1.1882,2.3189,0,0
"25829","KC",84.2,622072,"ball",1,1,-1.0197,0.7084,0,0
"25830","SI",92.8,664192,"called_strike",1,0,-0.4348,3.0931,0,0
"25834","SL",84.5,592662,"ball",1,1,-1.4414,1.5837,0,0
"25839","FF",94.4,592662,"ball",0,1,0.6739,4.8958,0,0
"25840","SI",87.1,450729,"ball",0,0,0.9648,3.7795,0,0
"25841","CH",90.3,605483,"ball",2,1,0.0626,0.5363,0,0
"25842","CU",78.6,592314,"ball",1,2,0.5204,-1.3955,0,0
"25843","FF",92.2,456701,"called_strike",0,0,-0.097,2.0071,0,0
"25844","CH",91.3,592717,"ball",1,2,-1.8531,2.2351,0,0
"25845","FT",91.5,622072,"called_strike",1,0,0.0405,1.5074,0,0
"25847","FF",91.7,640455,"called_strike",0,0,-0.7341,2.8741,0,0
"25848","CH",78.1,664192,"ball",0,0,-1.7469,1.7921,0,0
"25849","FT",91.5,622072,"ball",0,0,0.6634,2.3779,0,0
"25852","FT",91,519455,"ball",0,2,-2.2197,1.5307,0,0
"25854","FT",96.2,592717,"ball",0,2,1.6658,2.1027,0,0
"25855","SI",88.5,450729,"called_strike",0,2,0.9873,2.5637,0,0
"25856","CU",79.9,592314,"ball",0,2,0.7332,-0.337,0,0
"25858","FF",93.2,592662,"called_strike",0,0,-0.1008,2.9416,0,0
"25860","FF",90.7,640455,"ball",1,0,1.0584,2.0318,0,0
"25863","FT",96.9,592717,"called_strike",0,1,0.3992,1.8773,0,0
"25867","FT",92.6,456701,"called_strike",1,0,0.0506,1.6361,0,0
"25868","FF",93.8,592761,"called_strike",0,1,0.9226,1.8093,0,0
"25869","FF",96.8,605483,"ball",1,0,1.4416,1.0576,0,0
"25871","FF",97.3,605483,"ball",0,0,-0.0118,1.2341,0,0
"25872","FF",90.4,519455,"called_strike",0,0,0.0491,2.7658,0,0
"25873","FF",92.3,640455,"ball",0,0,1.0441,2.8923,0,0
"25874","SI",90.5,664192,"ball",0,0,1.1808,2.8436,0,0
"25875","FT",91,622072,"called_strike",0,0,-0.3245,2.0126,0,0
"25876","FF",92.8,592662,"ball",0,0,-1.0337,2.6557,0,0
"25877","SI",88.4,450729,"called_strike",0,0,0.2738,1.626,0,0
"25879","FF",92.5,456701,"ball",0,0,-1.311,2.4928,0,0
"25880","FF",95,592717,"called_strike",0,0,-0.0332,2.0536,0,0
"25881","FF",96.1,592314,"called_strike",0,0,-0.1747,1.6186,0,0
"25886","CU",77.8,598287,"ball",1,0,2.3848,2.7632,5,5
"25887","CU",77.9,598287,"ball",0,0,2.1302,2.3565,5,5
"25892","FF",97.1,606930,"called_strike",2,1,-0.8791,1.6872,1,2
"25893","FC",91.3,606930,"ball",1,1,-0.9125,1.507,1,2
"25894","CH",82.3,598287,"called_strike",0,0,0.4621,2.6791,5,5
"25895","FC",90.2,606930,"ball",0,1,-0.5878,1.2356,1,2
"25898","FC",91.4,606930,"called_strike",0,0,0.1257,2.3989,1,2
"25899","FF",88.9,598287,"called_strike",2,1,-0.2334,1.5976,5,5
"25900","FF",92.1,607481,"ball",0,0,-0.9696,1.0321,7,14
"25901","CU",76.4,598287,"ball",1,1,1.1867,2.2814,5,5
"25905","CU",76.6,598287,"ball",0,1,0.8991,2.7318,5,5
"25907","FF",89.5,598287,"called_strike",0,0,0.3701,2.3825,5,5
"25908","FF",93.2,606930,"ball",2,2,0.4678,1.2302,1,2
"25914","FF",97,606930,"ball",1,1,1.2817,2.5891,1,2
"25917","FC",91.7,606930,"ball",0,1,0.0201,1.2291,1,2
"25922","FF",95.8,573668,"ball",0,1,1.0804,1.2023,6,14
"25925","SL",87.3,573668,"called_strike",0,0,0.6538,2.9798,6,14
"25926","FC",92.5,606930,"ball",1,2,-0.3108,0.7544,1,2
"25929","FF",93,606930,"ball",0,2,0.9421,-0.3034,1,2
"25930","FC",91.1,501822,"called_strike",0,0,0.2005,2.4951,5,5
"25931","SL",87.2,573668,"ball",2,2,0.3983,-0.7937,5,14
"25935","FF",96.5,606930,"called_strike",0,0,-1.2864,2.4078,1,2
"25937","FF",95.8,573668,"ball",1,1,1.5415,-0.7384,5,14
"25939","FS",86.1,501822,"ball",1,2,0.6742,0.7143,5,5
"25940","CH",87.8,573668,"ball",0,1,-0.4197,3.9853,5,14
"25943","SL",84.4,573668,"called_strike",0,0,-0.5156,3.2644,5,14
"25945","FF",94,501822,"ball",0,1,1.4819,2.515,5,5
"25947","SL",77.3,643256,"called_strike",0,0,0.3814,2.4807,1,2
"25948","FT",94,501822,"called_strike",0,0,-0.8103,1.8726,5,5
"25949","CH",88.4,573668,"ball",2,2,-0.1353,0.9101,5,14
"25954","FC",91.8,501822,"ball",0,1,1.4406,3.4594,5,5
"25955","SL",87.5,573668,"ball",1,1,1.2394,1.9374,5,14
"25956","SL",79.2,643256,"ball",0,0,1.4947,2.7418,1,1
"25958","FF",94.5,573668,"called_strike",1,0,-0.3824,2.1725,5,14
"25961","FF",94.9,573668,"ball",0,0,-0.9441,2.4567,5,14
"25962","FF",85.8,643256,"ball",1,1,1.1492,3.0782,1,1
"25964","FF",95,573668,"ball",3,0,-1.2065,2.9163,5,14
"25965","FF",87.7,643256,"ball",0,1,1.0476,3.0497,1,1
"25967","FF",94.2,573668,"ball",2,0,1.5299,0.8869,5,14
"25968","SI",86.3,643256,"called_strike",0,0,0.2797,2.0184,1,1
"25973","FF",93.9,573668,"ball",1,0,0.7213,1.2973,5,14
"25974","CU",78.8,598287,"called_strike",0,0,0.9544,1.9501,5,5
"25975","FF",94.8,573668,"ball",0,0,0.9465,0.8515,5,14
"25976","SI",93.2,543557,"ball",0,1,-0.8154,1.6274,4,8
"25979","FF",84.8,643256,"ball",0,0,-1.468,3.5088,1,1
"25980","CH",84.3,598287,"ball",3,2,1.4368,0.5769,5,5
"25981","SI",92.4,543557,"called_strike",0,0,0.378,1.7791,4,8
"25984","FF",97,516969,"called_strike",0,0,0.6604,1.578,5,14
"25987","CH",83.9,598287,"called_strike",3,1,-0.0757,2.6549,5,5
"25989","FF",83.2,643256,"called_strike",0,0,-0.1003,3.2637,1,1
"25990","FF",89.5,598287,"called_strike",3,0,0.8616,3.0613,5,5
"25993","CU",77.3,543557,"called_strike",0,0,0.8973,2.3275,4,8
"25995","CU",77.6,598287,"ball",2,0,0.6782,1.7775,5,5
"25997","FC",84.7,542947,"ball",0,1,-2.3891,0.8976,2,2
"25998","CH",83.9,543506,"ball",0,1,0.6397,0.9189,5,14
"26000","CU",77.7,598287,"ball",1,0,2.0163,2.0029,5,5
"26002","CU",77.7,543557,"called_strike",0,1,0.4523,3.0869,4,8
"26003","SL",82.1,543506,"called_strike",0,0,-0.9622,2.0531,5,14
"26005","CU",78.8,598287,"ball",0,0,1.4869,1.6875,5,5
"26007","FF",95.3,543506,"ball",3,2,1.2313,2.146,5,14
"26008","FF",91.6,543557,"called_strike",0,0,-0.2437,2.464,4,8
"26009","FT",91.5,502026,"called_strike",1,0,-1.1075,3.0074,1,1
"26011","FF",97,543506,"ball",2,2,1.4695,1.8544,5,14
"26016","FF",89.6,598287,"called_strike",1,1,-0.8604,2.1353,5,5
"26017","FF",91.8,502026,"ball",0,0,-0.7356,3.4722,1,1
"26020","FF",92,547749,"ball",3,2,0.0345,4.2832,4,8
"26021","SI",90.2,542947,"ball",0,0,-0.4922,1.0938,2,2
"26022","FT",93.1,543506,"ball",1,1,0.7903,1.6633,5,14
"26026","CH",84.3,598287,"ball",0,0,-1.2087,3.9642,5,5
"26027","SL",84,543506,"ball",0,1,1.4341,1.3309,5,14
"26030","FO",87.1,547749,"ball",2,2,0.5019,0.0428,4,8
"26031","CH",88,477569,"ball",2,2,-1.6171,1.5349,8,2
"26033","CH",85.8,477569,"ball",1,2,-1.8088,2.07,8,2
"26037","SL",78.9,542947,"ball",0,2,-2.6178,-0.6489,2,2
"26038","CU",77.2,598287,"ball",0,1,1.398,1.0995,5,5
"26040","FO",85.5,547749,"ball",1,1,-0.5565,3.9999,4,8
"26044","FT",92.3,543506,"called_strike",1,0,0.3383,1.8523,5,14
"26045","FS",88.8,502026,"ball",1,2,-1.4894,2.0045,1,1
"26046","SI",87.9,542947,"called_strike",0,0,-0.2024,1.9886,2,2
"26047","CH",85.5,477569,"ball",0,1,-2.0911,2.2366,8,2
"26049","SL",79.2,547749,"ball",0,1,1.2844,0.8001,4,8
"26051","FF",90.3,547749,"called_strike",0,0,0.7427,1.8627,4,8
"26054","FF",94.4,543506,"ball",0,0,1.0233,1.8018,5,14
"26057","FF",89.5,477569,"called_strike",0,0,-0.2793,2.2072,8,2
"26058","SI",95.3,595014,"ball",0,0,0.7407,1.7435,5,5
"26059","FF",95.3,407845,"ball",1,2,1.2592,2.3786,2,2
"26060","FS",86.7,593576,"ball",0,0,-0.2022,0.8347,5,5
"26067","CH",81.7,501593,"ball",2,2,-0.0072,1.0744,5,14
"26069","KC",81.8,477569,"ball",0,1,-0.2267,4.1287,8,2
"26070","FT",91.1,502026,"called_strike",1,0,-0.4356,2.6202,1,1
"26074","FF",94.4,458677,"ball",2,2,-0.5448,1.3408,4,8
"26076","FF",89.9,477569,"called_strike",0,0,0.2203,2.791,8,2
"26077","FT",93.6,502026,"ball",0,0,-1.484,2.6525,1,1
"26083","FT",92.3,502026,"ball",3,0,-2.2133,3.0634,1,1
"26089","FF",94.9,458677,"ball",1,1,1.5533,3.4428,4,8
"26090","CH",82.2,501593,"called_strike",1,0,-0.4692,1.8621,5,14
"26091","KC",78.9,502026,"ball",2,0,-0.014,1.3198,1,1
"26094","SI",97.5,595014,"called_strike",0,0,0.3392,2.549,5,5
"26096","FF",94.2,458677,"ball",0,1,-0.3894,3.9835,4,8
"26097","FF",92.9,502026,"ball",1,0,0.9933,3.5444,1,1
"26098","FF",89.7,477569,"called_strike",1,0,-0.695,2.0305,8,2
"26100","SL",82.3,458677,"called_strike",0,0,0.3442,2.0383,4,8
"26102","FF",99.3,547973,"called_strike",2,2,0.1339,1.7678,1,6
"26104","FF",90.2,477569,"ball",0,0,-1.1212,2.8805,8,2
"26105","FF",93.6,502026,"ball",0,0,1.4908,2.2654,1,1
"26107","KC",79.4,502026,"called_strike",1,2,0.6813,2.6598,1,1
"26113","SI",95.9,595014,"ball",2,1,0.6865,2.8092,5,5
"26114","FF",89.5,477569,"ball",0,0,1.4031,2.7298,8,2
"26117","FF",94.5,458677,"ball",2,2,-0.1245,4.3531,4,8
"26121","FT",90.7,501593,"ball",1,1,0.1701,3.2536,5,14
"26123","FF",99.2,547973,"ball",1,0,1.0768,1.4637,1,6
"26124","FF",95.6,458677,"ball",1,2,0.9411,4.3356,4,8
"26127","FT",92.5,502026,"called_strike",1,0,-0.28,1.6729,1,1
"26128","FC",91.4,595014,"ball",1,0,0.2703,3.3075,5,5
"26132","FT",93.9,493603,"ball",1,2,-1.4965,2.7592,8,2
"26133","FF",99.1,547973,"ball",0,0,-1.1219,1.8882,1,6
"26134","CH",81.6,501593,"ball",0,1,0.591,0.9179,5,14
"26135","KC",78.3,502026,"ball",0,0,1.6,1.8031,1,1
"26136","SI",86.6,657610,"ball",1,0,1.662,2.3566,2,2
"26137","FF",94.8,458677,"called_strike",1,0,0.4302,2.6001,4,8
"26139","SI",96.3,595014,"ball",0,0,-1.056,2.7955,5,5
"26142","SL",81.5,493603,"called_strike",1,1,0.0395,2.0744,8,2
"26143","SL",80.5,543272,"called_strike",0,2,-0.0432,2.5294,1,1
"26144","SL",76.1,657610,"ball",0,0,3.0504,2.0384,2,2
"26145","FF",94.6,458677,"ball",0,0,-1.2693,1.7314,4,8
"26146","CH",88.5,527055,"called_strike",3,1,0.0951,2.9135,5,5
"26147","FT",93.8,493603,"ball",0,1,1.8397,1.0194,8,2
"26152","CH",75.5,657610,"ball",3,1,0.9055,2.0941,2,2
"26153","FF",96.9,527055,"ball",2,1,-1.236,2.0001,5,5
"26154","CU",80.6,462382,"ball",0,0,1.2204,-0.6778,5,5
"26156","FS",82.9,461325,"ball",0,0,1.6324,3.419,1,6
"26157","FT",91,501593,"called_strike",2,1,-0.65,2.6953,4,14
"26158","SL",81.4,493603,"called_strike",0,0,0.43,2.1481,8,2
"26161","FT",99.5,527055,"ball",1,1,-1.1923,3.2532,5,5
"26164","FT",93,493603,"ball",3,1,-0.4736,3.9613,8,2
"26165","SL",81,458677,"ball",1,2,-0.249,0.4415,4,8
"26167","FT",91.7,501593,"ball",1,1,-1.1886,1.7398,4,14
"26168","SI",86.3,657610,"ball",2,0,1.0047,2.007,2,2
"26170","FT",93.6,462382,"called_strike",2,1,0.9331,2.2774,5,5
"26172","SL",77.4,458677,"ball",0,2,1.5298,4.368,4,8
"26173","FS",80.5,461325,"ball",2,2,-0.6395,4.3689,1,5
"26174","SL",81.3,493603,"ball",2,1,-2.3495,4.1158,8,2
"26176","SI",88.4,657610,"ball",1,0,1.2382,2.3507,2,2
"26177","CH",88.9,527055,"ball",0,0,0.659,1.3466,5,5
"26179","SL",80.5,543272,"ball",1,1,-0.9836,2.0897,1,1
"26180","CU",80,462382,"ball",1,1,1.054,0.392,5,5
"26182","SL",81,493603,"called_strike",2,0,-0.1549,3.0037,8,2
"26185","FT",94.3,462382,"called_strike",1,0,1.0207,1.8468,5,5
"26186","SL",80.1,543272,"called_strike",1,0,-0.9067,2.3656,1,1
"26187","FT",93.9,493603,"ball",1,0,1.0612,1.3278,8,2
"26188","CH",75.2,657610,"ball",0,0,-1.4968,2.968,2,2
"26192","FS",81.4,461325,"ball",1,1,1.2555,0.6835,1,5
"26193","SL",79.7,543272,"ball",0,0,-0.1552,1.2488,1,1
"26196","SL",88,527055,"ball",1,2,1.0172,0.253,5,5
"26198","CU",71.6,501593,"called_strike",0,0,-0.2275,1.9832,4,14
"26199","FT",93.2,462382,"ball",0,0,2.6051,0.2434,5,5
"26200","FF",91.5,461325,"ball",0,1,0.9278,3.7353,1,5
"26201","SL",82.3,493603,"ball",0,0,0.9599,1.7549,8,2
"26202","FF",99,527055,"ball",0,2,-1.968,1.6635,5,5
"26205","FF",98.1,544727,"ball",3,2,2.7896,2.0245,9,4
"26209","FS",83.6,461325,"called_strike",0,0,0.0468,3.1531,1,5
"26213","CU",79.2,462382,"ball",0,2,-0.2859,0.5363,5,5
"26214","FF",96.2,571710,"ball",0,2,1.0234,3.8262,2,2
"26215","FF",91.5,461325,"called_strike",3,2,0.0034,2.5139,1,5
"26216","FF",97.4,544727,"ball",2,2,1.9168,1.7163,9,4
"26218","FT",92.7,502026,"called_strike",3,1,0.058,1.8295,1,1
"26220","CH",89.2,527055,"called_strike",0,1,0.085,2.9591,5,5
"26225","FF",97.1,544727,"ball",1,2,1.2797,1.3699,9,4
"26226","FT",93.5,502026,"ball",2,1,-1.0156,2.8862,1,1
"26227","CU",71.7,501593,"ball",2,2,-1.5481,1.8423,4,14
"26229","FT",98.1,527055,"called_strike",0,0,0.0591,2.1913,5,5
"26231","FT",94,462382,"called_strike",0,0,-0.1866,1.6113,5,5
"26232","CU",73.7,547749,"ball",2,1,-0.7679,2.8114,4,8
"26233","FT",92.5,502026,"called_strike",2,0,0.478,2.2985,1,1
"26235","FS",78.5,461325,"ball",2,2,-1.1335,5.351,1,5
"26236","SL",86.2,493603,"ball",0,1,0.1331,4.1377,8,2
"26239","FF",98.2,544727,"ball",0,1,1.6486,2.1517,9,4
"26240","FF",92,502026,"ball",1,0,2.9036,3.1194,1,1
"26242","SL",79.9,493603,"called_strike",0,0,-0.2192,2.5444,8,2
"26243","FF",92.6,547749,"ball",1,1,1.6504,1.9136,4,8
"26244","FS",82.9,461325,"ball",1,2,-1.2073,1.1106,1,5
"26246","CH",82.9,501593,"ball",1,2,0.9525,0.3498,4,14
"26248","FT",94.2,493603,"called_strike",0,2,0.5188,2.6675,8,2
"26249","FF",98.1,544727,"called_strike",0,0,-0.1091,3.4302,9,4
"26250","FF",97.4,527055,"called_strike",1,1,-0.4558,2.1023,5,5
"26251","KC",80.1,502026,"ball",0,0,1.0619,0.073,1,1
"26252","CU",74.2,547749,"called_strike",1,0,0.4357,1.8672,4,8
"26253","FS",81.5,461325,"called_strike",1,1,0.7624,2.2648,1,5
"26254","FF",96.4,571710,"called_strike",0,0,-0.9829,2.7539,2,2
"26256","CU",73.6,547749,"ball",0,0,-1.3128,3.2675,4,8
"26261","CH",81.8,501593,"ball",0,1,-0.9901,0.2151,4,14
"26262","FC",91.2,595014,"ball",2,1,-1.464,4.2896,5,5
"26263","FT",98.6,527055,"ball",0,1,-1.7125,2.9689,5,5
"26264","FC",87.8,493603,"called_strike",0,1,0.2634,3.5035,8,2
"26266","FF",91.1,461325,"ball",0,0,1.5047,4.384,1,5
"26267","FF",97.8,527055,"called_strike",0,0,-0.2788,2.9302,5,5
"26268","FF",87.7,502026,"ball",0,2,-1.2662,2.7248,1,1
"26269","SL",85.6,519326,"ball",1,2,-1.516,3.0661,0,1
"26270","SL",80.7,493603,"called_strike",0,0,-0.2256,3.0539,8,2
"26271","SI",97.8,544727,"ball",1,1,0.1583,0.1562,9,4
"26273","CU",69.5,501593,"called_strike",0,0,-0.4956,2.8919,4,14
"26275","FF",95.8,571710,"called_strike",0,0,0.3189,1.9067,2,2
"26277","SL",86.9,544727,"called_strike",1,0,-0.364,3.0199,9,4
"26278","FF",96,519326,"ball",0,2,-2.0995,3.977,0,1
"26282","KC",79.7,502026,"called_strike",0,1,0.1124,2.6264,1,1
"26283","",NA,595014,"ball",1,0,NA,NA,5,5
"26288","FT",91.1,543169,"ball",0,0,-0.4548,-0.7814,4,14
"26289","SL",83.2,591693,"ball",0,0,0.2651,1.5816,5,5
"26290","SI",95.7,595014,"ball",0,0,-0.6571,2.8618,5,5
"26291","SI",97.2,544727,"ball",0,0,1.424,1.4473,9,4
"26295","CH",78.7,461325,"called_strike",3,1,-0.3126,2.6077,1,5
"26296","SL",83.9,519326,"called_strike",0,0,0.2153,2.4435,0,1
"26299","FF",91.4,461325,"ball",2,1,-0.183,3.8431,1,5
"26303","FF",90.3,592665,"called_strike",1,0,0.8257,2.1498,2,2
"26304","KC",81.9,605151,"ball",1,1,-2.007,1.1716,8,2
"26311","FS",79.6,461325,"ball",1,1,-0.7059,3.9527,1,5
"26312","FF",92.2,592665,"ball",0,0,1.1216,2.0136,2,2
"26313","FT",92,502026,"ball",2,2,1.3551,1.6311,1,1
"26314","SI",97.3,544727,"called_strike",2,1,0.675,2.2826,9,4
"26316","FF",96.5,544727,"called_strike",2,0,0.4316,2.3553,9,4
"26318","SL",85.2,543169,"ball",0,0,-1.5175,0.8423,4,14
"26319","FF",95.7,605151,"ball",0,0,-0.3076,1.3008,8,2
"26320","KC",79.9,502026,"called_strike",2,1,0.5068,2.5204,1,1
"26321","FF",95.6,519326,"ball",1,1,-1.101,1.8347,0,1
"26322","SI",97.4,595014,"called_strike",0,0,0.5072,1.7455,5,5
"26323","CH",78.8,461325,"called_strike",1,0,-0.3293,2.7512,1,5
"26326","SI",96.4,544727,"ball",1,0,0.6732,1.2202,9,4
"26327","SL",82.5,591693,"ball",0,1,1.0349,1.1993,5,5
"26330","KC",79.1,502026,"ball",1,1,0.4889,0.6479,1,1
"26331","FF",95.1,519326,"called_strike",1,0,0.9048,2.7783,0,1
"26334","FF",90.7,461325,"ball",0,0,-0.3078,4.5436,1,5
"26337","SL",83.4,591693,"called_strike",0,0,0.1371,2.2551,5,5
"26339","FF",90.4,592665,"ball",1,1,1.6204,1.3768,2,2
"26342","SI",97.3,544727,"ball",0,0,0.4292,0.8845,9,4
"26345","FF",98.2,571704,"ball",0,2,1.3061,2.5727,1,4
"26347","SL",85.6,519326,"ball",0,0,0.9777,1.3623,0,1
"26348","FT",89.3,543169,"ball",0,0,0.881,3.8125,4,11
"26356","SI",96.5,595014,"called_strike",0,0,0.2827,2.6036,5,5
"26357","FF",92.5,502026,"ball",0,0,2.136,1.9153,1,1
"26361","KC",79.5,605151,"called_strike",1,1,-0.5244,1.7223,8,2
"26363","SL",83.2,467008,"ball",0,1,0.5487,1.409,4,8
"26367","FT",88.9,543169,"ball",0,0,0.6132,3.309,4,11
"26370","SL",84.4,592665,"ball",0,0,1.5595,0.5068,2,2
"26371","FF",97.2,641871,"called_strike",3,2,-1.1098,2.3634,5,5
"26372","FT",90.6,592815,"ball",0,1,-1.4731,1.8427,9,4
"26383","KC",82.7,476454,"ball",1,0,0.2944,4.2705,1,5
"26385","FF",96.6,476454,"ball",0,0,1.0438,3.5593,1,5
"26386","SL",81,543272,"ball",0,0,-1.3987,1.9661,1,1
"26387","FT",94.5,467008,"ball",3,2,1.0258,1.7164,4,8
"26390","FF",94.8,605151,"ball",0,0,-1.764,1.6977,8,2
"26391","FF",98.6,641871,"ball",2,2,1.6071,2.3973,5,5
"26392","FC",88.6,517008,"called_strike",0,0,-0.6633,3.0374,6,4
"26395","SL",84.8,591693,"called_strike",0,1,-0.6191,2.7688,4,5
"26399","FF",97.8,571704,"ball",0,0,1.5426,-0.7142,0,4
"26401","FF",90.7,592815,"ball",3,2,-1.1431,3.5696,8,4
"26402","FT",93.5,467008,"called_strike",3,1,0.2104,2.5634,4,8
"26405","CU",80.3,500872,"called_strike",0,0,-0.3279,2.2097,4,11
"26409","KC",81.8,476454,"ball",2,1,-1.2836,3.715,1,5
"26411","FF",93.3,467008,"called_strike",3,0,0.5408,2.4691,4,8
"26416","FF",93.4,543272,"ball",0,2,0.9203,2.8509,1,1
"26417","FC",89.3,517008,"ball",0,0,-1.1711,3.9862,6,4
"26418","SL",83.5,592815,"ball",2,2,0.897,0.2868,8,4
"26419","FF",90.2,592665,"called_strike",0,0,1.1494,2.0287,2,2
"26420","SL",83,591693,"ball",3,2,0.0328,-0.1531,3,5
"26421","FT",93.7,467008,"ball",2,0,1.0168,1.2917,4,8
"26422","FF",94.3,591693,"ball",2,2,-0.7445,3.2803,3,5
"26424","FF",89.9,592815,"ball",1,2,-2.1148,3.9654,8,4
"26425","KC",83.2,476454,"ball",1,1,1.3844,3.3993,1,5
"26428","FF",95.6,605151,"ball",1,2,-0.8398,4.9565,8,2
"26435","FF",96.3,519326,"ball",1,1,1.3041,1.652,0,1
"26439","KC",82.1,476454,"called_strike",1,0,-0.2571,2.8795,1,5
"26440","CU",76.9,592815,"ball",0,2,-0.0053,0.2312,8,4
"26441","FF",93.6,467008,"ball",1,0,1.1233,2.7459,4,8
"26443","CU",80.6,500872,"called_strike",0,0,0.7581,2.2545,4,11
"26444","FF",95.2,517008,"ball",1,2,-0.4956,4.9956,6,4
"26447","KC",82.6,476454,"ball",0,0,-0.6949,3.6955,1,5
"26449","CH",88.8,641871,"ball",1,1,0.3339,0.6752,5,5
"26450","FF",93.6,467008,"ball",0,0,1.6184,1.339,4,8
"26451","FT",91.1,543272,"called_strike",0,0,0.6904,1.9895,1,1
"26452","FF",98.2,571704,"called_strike",1,0,0.0294,2.4978,0,4
"26456","CU",76.8,592815,"called_strike",0,1,-0.7598,2.4707,8,4
"26458","CU",75.2,592815,"called_strike",0,0,-0.7843,2.5604,8,4
"26459","SL",83.9,500872,"ball",2,2,0.1178,1.1878,4,11
"26461","CH",84.2,571710,"ball",1,0,1.0642,2.1569,2,2
"26463","CH",88.9,641871,"ball",0,1,-2.442,2.2705,5,5
"26464","FF",98.8,571704,"ball",0,0,0.0727,3.4248,0,4
"26465","FF",94.7,605151,"ball",0,1,1.024,3.501,8,2
"26468","SL",85.9,519326,"ball",0,0,1.2356,1.5541,0,1
"26470","FT",92,543272,"called_strike",0,0,0.3335,1.5162,1,1
"26471","KC",82.1,476454,"called_strike",0,0,-0.4194,3.1433,1,5
"26472","FC",89.5,517008,"called_strike",1,0,-0.6721,2.0182,6,4
"26475","FF",93.4,591693,"ball",0,2,-0.5462,5.1966,3,5
"26476","FF",94.5,605151,"called_strike",0,0,-0.0695,2.4333,8,2
"26477","FF",96.8,641871,"called_strike",0,0,-0.7164,1.8799,5,5
"26480","CH",85.2,571710,"ball",0,0,1.4351,2.0623,2,2
"26482","FF",98.7,571704,"ball",0,0,0.9182,1.4625,0,4
"26483","FC",90.3,517008,"ball",0,0,-1.1605,1.3992,6,4
"26485","SL",83.9,571561,"ball",0,2,-1.7898,0.0337,0,1
"26494","SL",80.5,591693,"called_strike",0,0,0.4168,1.9245,3,5
"26497","CU",82.5,500872,"ball",1,2,0.6948,0.638,4,11
"26498","SL",90.8,641871,"ball",1,2,1.886,-0.3734,5,5
"26499","FF",94.8,608716,"called_strike",1,0,-0.2693,1.7418,4,8
"26501","FF",96.6,608349,"called_strike",1,0,0.5917,2.6904,1,1
"26502","CH",85.9,542960,"ball",2,1,-1.6596,2.4821,2,0
"26506","FF",97.7,571704,"called_strike",1,0,0.5885,1.8178,0,4
"26507","FF",93,542960,"ball",1,1,1.1668,3.909,2,0
"26508","FF",93.4,592815,"called_strike",1,0,0.2567,2.2831,8,4
"26510","SL",86.8,500872,"called_strike",1,1,0.0575,1.4717,4,11
"26511","CU",82.3,608716,"ball",0,0,1.2133,1.6992,4,8
"26513","FF",97.2,608349,"ball",0,0,-0.4833,1.1836,1,1
"26518","FC",90.5,517008,"called_strike",0,0,-0.6914,2.2022,6,4
"26519","SL",87.7,641871,"called_strike",1,1,-0.2713,2.7553,5,5
"26520","FF",93,592815,"ball",0,0,-0.9528,3.4937,8,4
"26521","FF",92.9,542960,"called_strike",1,0,0.4695,3.3777,2,0
"26522","FF",91.9,493200,"called_strike",0,0,0.2757,1.9585,0,5
"26523","FF",94.1,571561,"called_strike",0,0,0.5166,2.2344,0,1
"26524","SL",84.2,445197,"called_strike",1,0,-0.9576,1.9094,8,2
"26525","FF",97.4,571704,"ball",0,0,-0.4796,3.2954,0,4
"26529","SL",90.6,641871,"ball",0,1,1.3309,0.6346,5,5
"26530","FT",94.1,608716,"called_strike",3,1,-1.0591,2.4142,4,6
"26532","SL",79.7,605388,"ball",1,2,-2.8119,1.2162,3,5
"26533","FF",95.8,608349,"ball",1,0,1.0393,2.1676,0,1
"26534","FF",93,500872,"ball",0,0,-0.8048,1.1111,4,11
"26538","FF",91.7,445197,"ball",0,0,0.3769,3.8822,8,2
"26539","FF",92.3,592815,"ball",3,1,-1.7146,2.6792,8,4
"26540","CH",85.1,542960,"ball",0,0,0.9292,0.9087,2,0
"26541","SL",83,592815,"ball",2,1,-1.0373,1.8767,8,4
"26542","CH",83.9,542960,"ball",3,2,-1.0933,3.1548,2,0
"26543","FT",94.4,608716,"called_strike",3,0,0.4697,2.1174,4,6
"26544","FF",97.8,641871,"called_strike",0,0,-0.1321,2.6799,5,5
"26545","KC",80,608349,"ball",0,0,-1.3005,2.1945,0,1
"26547","SI",91.2,605476,"called_strike",0,0,-0.5892,2.7436,6,4
"26554","FF",92.7,448178,"ball",0,0,1.5516,1.4721,0,4
"26555","CU",77.7,592815,"ball",1,1,0.968,0.6871,8,4
"26557","FF",91.8,493200,"ball",1,1,1.3474,3.6391,0,5
"26561","FF",93.4,500872,"ball",2,1,1.4857,1.2388,4,11
"26563","FT",93.9,608716,"ball",2,0,-1.1748,1.5072,4,6
"26566","FT",94.1,608716,"ball",1,0,-1.2652,1.9447,4,6
"26567","FF",96.9,641871,"ball",2,1,0.9164,3.9622,5,5
"26568","FF",95.2,571561,"ball",2,1,-1.192,2.395,0,1
"26569","KC",80.1,608349,"ball",0,0,-0.9463,3.7799,0,1
"26572","CU",81.1,500872,"ball",1,1,-0.8228,0.3542,4,11
"26573","SI",92.5,605476,"ball",1,0,-0.6438,3.4171,5,4
